geoid,census_block_id
'530330218022049',24967
'530330323213030',14390
'530330323214016',23586
'530330256023028',7937
'530330258043007',13208
'530330258031012',23487
'530330323262015',16092
'530330241003034',8446
'530330312022003',14824
'530330312022009',6869
'530330312025024',6877
'530330313012014',6778
'530330313012016',9076
'530330312024013',1762
'530330316011003',18598
'530330316032017',645
'530330316033021',12833
'530330312024003',16733
'530330316051023',5241
'530330322083053',6758
'530330322103012',18107
'530330322083013',760
'530330322121011',18944
'530330321033000',26369
'530330321032033',12682
'530330321043008',12667
'530330321043020',12670
'530330322084009',22373
'530330321022010',1924
'530330321022035',1926
'530330005003011',24191
'530330061001015',10665
'530330067004034',8597
'530330043021000',23174
'530330295033011',15368
'530330099003010',27039
'530330114011000',25376
'530330116006022',219
'530330116003007',26695
'530330113001023',11434
'530330270003009',7887
'530330117002002',265
'530330078001020',20902
'530330283003016',9978
'530330279001017',10336
'530330273003004',5155
'530330078001007',7587
'530330262001073',10350
'530330264001027',51453
'530330043011012',4888
'530330279001001',10333
'530330280002004',11129
'530330294061000',8692
'530330052003026',19801
'530330097013005',24497
'530330096005007',24492
'530330107021003',16536
'530330293033018',25725
'530330069003003',9355
'530330291023024',12064
'530330053023003',51389
'530330033003018',14460
'530330119002016',1178
'530330288011012',4258
'530330012005011',15514
'530330053023033',8295
'530330279003024',6101
'530330006004018',15817
'530330306002002',8663
'530330299023008',26853
'530330300041004',16739
'530330305032000',15991
'530330303051001',22442
'530330304043021',17082
'530330300046001',16519
'530330308011028',1701
'530330299011003',5228
'530330300052012',2205
'530330305011122',8552
'530330304013025',12044
'530330300061007',2884
'530330304031008',18959
'530330309022002',12700
'530330303124009',15571
'530330303123009',22032
'530330309011005',17112
'530330300046006',16740
'530330256023010',4508
'530330323202003',6468
'530330218042009',2857
'530330256022012',8214
'530330223001029',19367
'530330257023012',25877
'530330226063007',6536
'530330253011019',2772
'530330253021004',2777
'530330323175007',6558
'530330319034017',12515
'530330234032007',390
'530330253023003',23531
'530330247011006',21396
'530330253023031',24779
'530330323202013',17298
'530330257021017',12098
'530330319031024',7607
'530330319031025',7606
'530330319032017',7048
'530330319061061',13464
'530330319061055',20544
'530330319061051',15754
'530330323071012',2872
'530330221023008',24046
'530330323072025',9462
'530330222022007',6015
'530330222011008',11452
'530330218021002',1064
'530330323213019',17303
'530330246021012',13503
'530330253011020',2776
'530330220062011',15531
'530330220061004',18428
'530330224002016',6598
'530330224003011',6609
'530330224005028',18774
'530330224006035',18810
'530330224003013',18848
'530330224005033',18789
'530330224003004',6608
'530330224003028',7996
'530330224004004',18837
'530330224004003',18836
'530330225005008',6584
'530330248002000',51460
'530330234012040',51467
'530330234012033',51467
'530330249012000',24953
'530330233003004',19306
'530330233004006',19264
'530330233004007',19258
'530330233004013',19258
'530330232022010',19278
'530330249032017',17602
'530330250032004',51626
'530330250032003',51626
'530330250061009',13507
'530330250062022',16357
'530330247025019',2643
'530330252005028',2433
'530330319073004',12415
'530330319073001',12413
'530330257021015',12098
'530330253022002',721
'530330319074008',27627
'530330217001004',22092
'530330252003001',1516
'530330218042037',4422
'530330323093036',23798
'530330323093044',23798
'530330313012013',6778
'530330312024023',5212
'530330313011003',7514
'530330313011010',8111
'530330316011011',23351
'530330316011009',23350
'530330312045012',12832
'530330312045005',9606
'530330312025006',604
'530330315011034',12085
'530330312021033',17663
'530330316041016',13612
'530330316032048',4239
'530330321021030',6393
'530330322103062',26006
'530330322142020',4982
'530330322031009',16601
'530330321032011',20830
'530330321023039',17417
'530330322152024',3200
'530330322102073',51630
'530330321021008',8218
'530330321023046',13514
'530330321022054',6393
'530330322083063',17815
'530330322083066',51472
'530330261004005',7031
'530330264004012',2765
'530330286003001',21902
'530330272001017',7598
'530330285002012',16316
'530330012005010',51367
'530330294051006',14747
'530330090001015',23055
'530330304042010',18349
'530330304042011',14803
'530330304043001',18415
'530330303101001',20342
'530330302014012',3694
'530330303081003',9694
'530330303081008',518
'530330304013038',11865
'530330303131011',8655
'530330303063011',26157
'530330301006004',19749
'530330304042022',6029
'530330311004015',24701
'530330301001001',2675
'530330310001020',19637
'530330303051004',24164
'530330308011037',22501
'530330299023009',1703
'530330305011016',150
'530330258061003',15751
'530330253023017',24762
'530330323202017',3600
'530330250052001',1437
'530330258062006',15423
'530330258041006',7787
'530330251014017',1892
'530330226032002',9372
'530330236044001',1950
'530330319074040',7212
'530330241002018',3401
'530330237001010',8429
'530330230003023',3594
'530330251014010',25515
'530330227021012',4402
'530330250051024',5727
'530330237003039',5663
'530330323092018',23212
'530330323091023',1265
'530330228032006',25760
'530330229012003',11039
'530330230004007',1538
'530330234011000',1226
'530330250035000',12554
'530330225001027',6521
'530330223001007',12594
'530330260022013',7038
'530330258062014',16024
'530330247021016',25269
'530330236033010',17444
'530330245001003',4353
'530330250013021',21844
'530330323092032',5899
'530330258041016',7772
'530330323182008',10559
'530330233004000',19270
'530330233003008',11974
'530330234011017',25176
'530330258053014',437
'530330258053016',440
'530330258053015',438
'530330258052011',430
'530330225001002',6530
'530330258031015',7776
'530330258042012',7636
'530330225005027',6585
'530330258031007',7788
'530330319092002',4634
'530330240002023',27499
'530330224003034',18831
'530330225001001',22473
'530330225001004',6532
'530330225001015',51489
'530330225004000',4387
'530330224001003',20665
'530330219031032',51493
'530330323093027',1258
'530330251023017',1662
'530330218021019',3141
'530330251023009',24567
'530330250062024',9391
'530330323184013',20134
'530330219051018',6825
'530330219051016',6825
'530330323214010',10144
'530330217002002',830
'530330319074035',27612
'530330323271056',26073
'530330323292008',7801
'530330323291013',23263
'530330316042008',11253
'530330315023038',588
'530330314005010',4033
'530330316032045',4239
'530330316033028',7549
'530330312041003',1122
'530330315022032',10233
'530330315011025',12884
'530330315012015',1807
'530330315021105',17971
'530330316032063',5804
'530330316041005',12394
'530330316011017',2227
'530330322112011',18931
'530330322072011',4842
'530330321041045',25716
'530330322073012',21774
'530330322101050',51607
'530330322124002',18944
'530330322085022',6805
'530330322083067',51472
'530330322103089',14017
'530330321041001',15468
'530330322152008',23167
'530330321041030',1910
'530330322083021',11188
'530330305012000',14
'530330305012006',3700
'530330305011062',18963
'530330305011073',2590
'530330305011075',21358
'530330305012020',2584
'530330305012017',2585
'530330306004012',9360
'530330306004011',9359
'530330306003022',2565
'530330306003008',14103
'530330305041003',16953
'530330306004009',14101
'530330305041008',16949
'530330300062014',4675
'530330305042008',16264
'530330306001025',317
'530330309011036',17108
'530330309022010',22148
'530330303051000',5778
'530330309012004',26383
'530330309023001',18650
'530330309021013',17079
'530330309023011',17098
'530330309023003',17103
'530330308011005',6911
'530330218042012',3960
'530330251023025',5843
'530330223001021',19369
'530330249022013',10039
'530330230004001',15802
'530330323292032',23250
'530330323292029',23244
'530330228021001',22338
'530330250031005',24696
'530330222021001',17875
'530330219033006',18707
'530330319034012',5609
'530330226051047',27217
'530330249032013',13779
'530330246013014',10331
'530330319041053',11537
'530330323182009',9951
'530330258052004',443
'530330251014029',1897
'530330254003016',9220
'530330323193000',10492
'530330323092002',1273
'530330219042007',5514
'530330219041031',51494
'530330246023003',1813
'530330229024009',19579
'530330226035004',6549
'530330323112002',9302
'530330220053014',25210
'530330220062002',18425
'530330226053008',1277
'530330237001042',14955
'530330233002004',19233
'530330233001000',19248
'530330233001001',19254
'530330233001004',19253
'530330233001006',19251
'530330233001010',19246
'530330234032010',25165
'530330234032009',22615
'530330249031005',27108
'530330248001022',11916
'530330319041038',15433
'530330319082009',7212
'530330226042027',22297
'530330227011018',7346
'530330241003006',19619
'530330227021005',9009
'530330227022006',27128
'530330227021017',27157
'530330319074037',27610
'530330319074016',27632
'530330216002023',5923
'530330216002019',5937
'530330221021029',3909
'530330253011006',16038
'530330252005004',2315
'530330252003002',17797
'530330252004012',23441
'530330252004014',23444
'530330252004015',23445
'530330218031001',3273
'530330220013011',3932
'530330256013008',19990
'530330260022000',11745
'530330258063018',11148
'530330257012024',11140
'530330219052016',11269
'530330220053019',18896
'530330241004007',13624
'530330240003001',26011
'530330228014002',27237
'530330314005008',4030
'530330315022004',617
'530330316052007',24129
'530330315012077',8673
'530330314002010',12821
'530330315023044',589
'530330316011007',23353
'530330315023075',4655
'530330312045008',6923
'530330316041021',1799
'530330322123002',18925
'530330322082006',8815
'530330322113009',18931
'530330321032006',14303
'530330322072009',4843
'530330321041008',16362
'530330322152021',15805
'530330322152007',21951
'530330305011090',24726
'530330305011101',24732
'530330305011092',24730
'530330306003025',321
'530330306003026',23733
'530330306003014',6238
'530330306002015',51591
'530330308023008',7442
'530330308022013',23145
'530330308023006',16685
'530330306002025',9094
'530330308023000',10251
'530330308021000',15699
'530330311004019',12766
'530330311002019',12766
'530330308022011',12766
'530330311003001',24612
'530330310001008',14204
'530330311001016',13844
'530330311001005',11045
'530330306002010',1678
'530330300062003',4669
'530330302013015',9559
'530330305031014',3707
'530330303041037',21646
'530330226041000',18882
'530330244001007',3852
'530330245002025',24177
'530330226061011',5444
'530330323272010',15537
'530330323071014',2874
'530330256023022',20574
'530330238043019',16412
'530330249033007',13856
'530330323272022',12015
'530330222032012',18639
'530330242002009',12983
'530330222031000',10459
'530330255002012',4792
'530330223002011',10730
'530330225002017',51489
'530330224005008',18848
'530330227032016',5632
'530330230004003',25769
'530330237002004',9318
'530330239003034',22977
'530330248003008',8808
'530330253023035',24781
'530330323281007',5453
'530330250051009',16654
'530330226051035',14993
'530330218023022',26785
'530330256023020',7610
'530330323162001',9905
'530330319034005',5599
'530330216002010',18525
'530330222014003',16246
'530330222014016',5720
'530330231003001',18064
'530330249032005',17198
'530330250063007',10400
'530330323114011',8879
'530330323114013',3322
'530330323271004',12215
'530330253023019',24776
'530330253023026',24769
'530330253023040',15607
'530330253023020',9221
'530330253013066',23404
'530330253021040',23526
'530330253013071',9212
'530330258063030',23376
'530330258063026',26468
'530330253013073',7332
'530330257012009',264
'530330254002004',4795
'530330254001002',23448
'530330254001005',15075
'530330237001006',12173
'530330230001006',16057
'530330230001001',19682
