'block_id','sector_id','number_of_jobs'
'530530718071000','3',46.00
'530530718071000','6',27.00
'530530718071000','7',62.00
'530530718071000','8',1248.00
'530530718071001','17',23.00
'530530718071001','6',13.00
'530530718071001','7',1.00
'530530718071002','11',1.00
'530530718071002','13',57.00
'530530718071002','14',5.00
'530530718071002','17',35.00
'530530718071002','2',21.00
'530530718071002','3',13.00
'530530718071002','6',10.00
'530530718071002','7',5.00
'530530718071002','8',6.00
'530530718071004','17',20.00
'530530718071004','7',1.00
'530530718071004','8',14.00
'530530718071006','11',4.00
'530530718071006','13',6.00
'530530718071006','17',1.00
'530530718071006','2',81.00
'530530718071006','3',53.00
'530530718071006','6',184.00
'530530718071006','7',67.00
'530530718071006','8',9.00
'530530718071007','2',2.00
'530530718071007','3',27.00
'530530718071007','6',91.00
'530530718071007','7',26.00
'530530718071007','8',6.00
'530530718071009','12',16.00
'530530718071009','13',3.00
'530530718071009','14',103.00
'530530718071009','16',30.00
'530530718071009','17',10.00
'530530718071009','7',72.00
'530530718071011','17',1.00
'530530718071015','17',2.00
'530530718071016','16',5.00
'530530718071020','12',8.00
'530530718071020','13',6.00
'530530718071020','16',155.00
'530530718071020','6',2.00
'530530718071020','7',5.00
'530530718071021','12',14.00
'530530718071021','13',41.00
'530530718071021','16',212.00
'530530718071021','17',2.00
'530530718071021','18',3.00
'530530718071021','7',50.00
'530530718071022','12',40.00
'530530718071022','14',6.00
'530530718071022','17',175.00
'530530718071022','18',2.00
'530530718071022','6',5.00
'530530718071022','7',162.00
'530530718071022','8',80.00
'530530718071023','17',2.00
'530530718071023','2',2.00
'530530718071023','3',14.00
'530530718071023','6',69.00
'530530718071023','7',15.00
'530530718071023','8',10.00
'530530718071024','3',16.00
'530530718071024','6',61.00
'530530718071024','7',7.00
'530530718071024','8',3.00
'530530718072001','13',61.00
'530530718072001','14',8.00
'530530718072001','16',8.00
'530530718072001','17',136.00
'530530718072001','18',2.00
'530530718072001','2',22.00
'530530718072001','6',7.00
'530530718072001','7',14.00
'530530718072001','8',3.00
'530530718072002','12',19.00
'530530718072002','13',103.00
'530530718072002','14',23.00
'530530718072002','16',7.00
'530530718072002','17',151.00
'530530718072002','2',102.00
'530530718072002','3',98.00
'530530718072002','6',68.00
'530530718072002','7',49.00
'530530718072002','8',4.00
'530530718072003','12',13.00
'530530718072003','13',39.00
'530530718072003','14',21.00
'530530718072003','15',6.00
'530530718072003','16',376.00
'530530718072003','17',2.00
'530530718072003','18',1.00
'530530718072003','2',27.00
'530530718072003','6',1.00
'530530718072003','7',71.00
'530530718072004','11',2.00
'530530718072004','12',22.00
'530530718072004','13',73.00
'530530718072004','14',92.00
'530530718072004','16',2.00
'530530718072004','17',2.00
'530530718072004','18',2.00
'530530718072004','2',39.00
'530530718072004','6',4.00
'530530718072004','7',56.00
'530530718072011','17',1.00
'530530718072013','12',15.00
'530530718072013','14',16.00
'530530718072013','2',52.00
'530530718072013','7',10.00
'530530718072017','14',19.00
'530530718072017','17',4.00
'530530718072017','18',183.00
'530530718072017','7',11.00
'530530718072018','13',2.00
'530530718072018','14',36.00
'530530718072018','17',8.00
'530530718072018','6',24.00
'530530718072018','7',116.00
'530530718072018','8',27.00
'530530718072020','14',8.00
'530530718072020','17',1.00
'530530718072020','7',12.00
'530530718072032','17',8.00
'530530718081008','12',1.00
'530530718081008','17',1.00
'530530718081009','12',2.00
'530530718081009','17',8.00
'530530718081010','12',7.00
'530530718081010','14',8.00
'530530718081010','7',15.00
'530530718081013','12',7.00
'530530718081014','17',3.00
'530530718082003','11',31.00
'530530718082003','13',5.00
'530530718082003','17',8.00
'530530718082009','11',13.00
'530530718082009','13',2.00
'530530718082009','14',6.00
'530530718082009','17',6.00
'530530718082009','2',5.00
'530530718082009','7',4.00
'530530718082011','14',48.00
'530530718082011','7',3.00
'530530718082012','12',2.00
'530530718082012','13',1.00
'530530718082012','14',22.00
'530530718082012','16',18.00
'530530718082012','17',43.00
'530530718082012','7',3.00
'530530718082013','11',10.00
'530530718082013','13',1.00
'530530718082014','12',1.00
'530530718082014','13',1.00
'530530718082014','14',2.00
'530530718082014','16',4.00
'530530718082014','17',5.00
'530530718082014','18',37.00
'530530718082014','7',16.00
'530530718082015','17',3.00
'530530718082017','17',2.00
'530530718082017','2',3.00
'530530718082020','12',2.00
'530530718082020','13',4.00
'530530718082020','14',4.00
'530530718082020','15',2.00
'530530718082020','16',17.00
'530530718082020','17',11.00
'530530718082020','18',103.00
'530530718082020','7',33.00
'530530718082021','17',5.00
'530530718083000','12',1.00
'530530718083000','14',3.00
'530530718083000','17',2.00
'530530718083000','6',5.00
'530530718083000','8',1.00
'530530718083001','12',1.00
'530530718083001','14',7.00
'530530718083001','17',4.00
'530530718083001','2',5.00
'530530718083001','6',7.00
'530530718083001','7',1.00
'530530718083002','14',2.00
'530530718083002','2',2.00
'530530718083002','6',3.00
'530530718083003','12',1.00
'530530718083003','14',9.00
'530530718083003','17',5.00
'530530718083003','2',15.00
'530530718083003','6',11.00
'530530718083003','7',2.00
'530530718083003','8',2.00
'530530718083004','17',1.00
'530530718083005','16',12.00
'530530718083005','17',2.00
'530530719011000','13',5.00
'530530719011000','17',1.00
'530530719011002','2',3.00
'530530719011004','13',7.00
'530530719011004','16',10.00
'530530719011005','15',8.00
'530530719011005','16',16.00
'530530719011005','6',2.00
'530530719011006','17',1.00
'530530719011010','14',30.00
'530530719011011','12',45.00
'530530719011011','14',1.00
'530530719011011','17',4.00
'530530719011011','7',2.00
'530530719011013','12',12.00
'530530719011013','13',1.00
'530530719011013','16',12.00
'530530719011014','12',3.00
'530530719011014','16',7.00
'530530719011014','17',4.00
'530530719011014','2',3.00
'530530719011014','3',6.00
'530530719011015','12',83.00
'530530719011015','17',2.00
'530530719011017','12',140.00
'530530719011017','14',16.00
'530530719011017','16',36.00
'530530719011017','17',13.00
'530530719011017','18',1.00
'530530719011017','3',1.00
'530530719011017','7',2.00
'530530719011018','12',43.00
'530530719011018','14',8.00
'530530719011018','16',8.00
'530530719011018','17',5.00
'530530719011019','12',13.00
'530530719011019','14',10.00
'530530719011019','17',3.00
'530530719011020','16',10.00
'530530719011023','12',8.00
'530530719011023','13',14.00
'530530719011023','14',42.00
'530530719011023','16',84.00
'530530719011023','17',15.00
'530530719011023','18',1.00
'530530719011023','7',6.00
'530530719011024','12',6.00
'530530719011024','13',10.00
'530530719011024','14',19.00
'530530719011024','17',3.00
'530530719011025','12',1.00
'530530719011025','17',1.00
'530530719011026','17',2.00
'530530719011029','11',1.00
'530530719011029','12',16.00
'530530719011029','13',6.00
'530530719011029','14',99.00
'530530719011029','15',2.00
'530530719011029','16',18.00
'530530719011029','17',40.00
'530530719011029','18',56.00
'530530719011029','2',1.00
'530530719011029','6',4.00
'530530719011029','7',140.00
'530530719011030','11',3.00
'530530719011030','12',9.00
'530530719011030','13',3.00
'530530719011030','14',29.00
'530530719011030','15',1.00
'530530719011030','16',8.00
'530530719011030','17',9.00
'530530719011030','18',21.00
'530530719011030','2',1.00
'530530719011030','6',2.00
'530530719011030','7',64.00
'530530719011031','16',7.00
'530530719011032','17',3.00
'530530719011034','12',2.00
'530530719011034','13',1.00
'530530719011034','16',17.00
'530530719011034','17',7.00
'530530719011036','11',4.00
'530530719011036','12',81.00
'530530719011036','13',33.00
'530530719011036','14',236.00
'530530719011036','15',10.00
'530530719011036','16',63.00
'530530719011036','17',81.00
'530530719011036','18',163.00
'530530719011036','2',1.00
'530530719011036','6',10.00
'530530719011036','7',398.00
'530530719011040','11',1.00
'530530719011040','12',18.00
'530530719011040','13',10.00
'530530719011040','14',67.00
'530530719011040','16',14.00
'530530719011040','17',14.00
'530530719011040','18',45.00
'530530719011040','2',2.00
'530530719011040','6',4.00
'530530719011040','7',106.00
'530530719011041','14',21.00
'530530719011042','12',3.00
'530530719011042','16',7.00
'530530719011042','17',5.00
'530530719011042','7',2.00
'530530719012000','12',2.00
'530530719012000','14',4.00
'530530719012000','6',4.00
'530530719012000','7',16.00
'530530719012001','12',2.00
'530530719012001','14',25.00
'530530719012001','16',19.00
'530530719012001','17',1.00
'530530719012001','7',1.00
'530530719012006','13',1.00
'530530719012006','15',1686.00
'530530719012006','16',7.00
'530530719012006','17',1.00
'530530719012006','18',9.00
'530530719012007','16',3.00
'530530719012011','13',14.00
'530530719012011','7',7.00
'530530719013000','13',1.00
'530530719013000','16',117.00
'530530719013000','17',3.00
'530530719013000','7',2.00
'530530719013002','12',20.00
'530530719013002','13',20.00
'530530719013002','17',12.00
'530530719013002','2',2.00
'530530719013003','17',1.00
'530530719013006','13',1.00
'530530719014001','17',3.00
'530530719014001','2',3.00
'530530719014001','7',1.00
'530530719014003','13',1.00
'530530719014003','6',1.00
'530530719014007','17',1.00
'530530719014012','7',6.00
'530530719014013','17',5.00
'530530719014013','7',8.00
'530530719014015','13',3.00
'530530719014015','16',6.00
'530530719021000','12',1.00
'530530719021002','1',2.00
'530530719021002','12',1.00
'530530719021002','13',5.00
'530530719021002','15',1.00
'530530719021002','17',1.00
'530530719021002','2',2.00
'530530719021004','13',1.00
'530530719021006','13',1.00
'530530719021006','16',3.00
'530530719021006','17',2.00
'530530719021007','2',9.00
'530530719021008','7',29.00
'530530719021009','16',3.00
'530530719021009','17',2.00
'530530719021010','14',2.00
'530530719021010','17',1.00
'530530719022003','14',6.00
'530530719022007','15',9.00
'530530719022007','2',2.00
'530530719022012','13',1.00
'530530719022016','2',5.00
'530530719022018','17',1.00
'530530719022021','17',1.00
'530530719022021','6',1.00
'530530719022024','2',3.00
'530530719023001','2',1.00
'530530719023003','1',11.00
'530530719023003','13',2.00
'530530719023003','2',2.00
'530530719023003','6',2.00
'530530719023007','17',1.00
'530530719023007','8',3.00
'530530719023010','13',10.00
'530530719023011','12',2.00
'530530719023011','17',9.00
'530530719023012','16',7.00
'530530719023013','12',2.00
'530530719023013','16',22.00
'530530719023017','11',3.00
'530530719023018','12',121.00
'530530719023018','16',77.00
'530530719023018','18',2.00
'530530719023019','11',62.00
'530530719023020','13',1.00
'530530719023022','11',1.00
'530530719023022','14',4.00
'530530719023022','16',1.00
'530530719023022','2',4.00
'530530719023022','7',5.00
'530530719023023','12',4.00
'530530719023023','16',8.00
'530530719023023','17',13.00
'530530719023024','13',1.00
'530530719023024','14',2.00
'530530719023024','16',16.00
'530530719023024','7',2.00
'530530719024001','13',4.00
'530530719024004','6',1.00
'530530719025002','17',1.00
'530530719025002','6',2.00
'530530719025003','12',13.00
'530530719025003','13',1.00
'530530719025003','17',18.00
'530530719025003','2',1.00
'530530719025003','6',1.00
'530530719025011','9',29.00
'530530719025013','11',1.00
'530530719025013','15',70.00
'530530719025013','17',87.00
'530530719025013','18',1.00
'530530719025019','15',3.00
'530530719025019','17',3.00
'530530719025021','16',6.00
'530530719025021','2',3.00
'530530720001000','17',5.00
'530530720001000','6',2.00
'530530720001002','17',9.00
'530530720001002','2',2.00
'530530720001005','17',5.00
'530530720001006','13',1.00
'530530720001006','17',3.00
'530530720002002','17',2.00
'530530720002002','7',1.00
'530530720002005','17',1.00
'530530720002006','1',4.00
'530530720002006','17',1.00
'530530720002007','17',5.00
'530530720003003','17',5.00
'530530720003004','17',1.00
'530530720003005','17',1.00
'530530720003011','17',1.00
'530530720003012','11',4.00
'530530720003012','16',13.00
'530530720003013','17',2.00
'530530720003014','17',1.00
'530530720003016','12',4.00
'530530720003016','14',129.00
'530530720003016','17',3.00
'530530720003016','18',3.00
'530530720003016','3',6.00
'530530720003016','7',2.00
'530530720003017','17',2.00
'530530720003017','7',1.00
'530530720003018','14',39.00
'530530720003018','17',1.00
'530530720003018','2',8.00
'530530720003018','7',5.00
'530530720003025','14',35.00
'530530720003025','17',2.00
'530530720003025','3',3.00
'530530720004007','16',1.00
'530530720004008','17',3.00
'530530720004011','17',1.00
'530530720004012','12',1.00
'530530720004012','17',13.00
'530530720004012','7',25.00
'530530720004013','13',37.00
'530530720004013','14',54.00
'530530720004013','18',1.00
'530530720004013','7',6.00
'530530720004015','13',5.00
'530530721051002','16',1.00
'530530721051006','17',5.00
'530530721051007','17',3.00
'530530721051007','6',1.00
'530530721051008','13',1.00
'530530721051008','17',1.00
'530530721052000','13',1.00
'530530721052000','17',1.00
'530530721052000','6',1.00
'530530721052002','6',1.00
'530530721052004','17',4.00
'530530721052006','6',2.00
'530530721052008','12',1.00
'530530721052008','14',1.00
'530530721052008','17',37.00
'530530721052009','16',18.00
'530530721052009','17',2.00
'530530721052009','2',3.00
'530530721052010','17',4.00
'530530721054000','13',2.00
'530530721054000','17',2.00
'530530721054003','16',12.00
'530530721054003','18',1.00
'530530721054003','2',2.00
'530530721054004','2',10.00
'530530721054006','17',1.00
'530530721054006','6',1.00
'530530721054008','2',1.00
'530530721054011','16',1.00
'530530721054019','12',1.00
'530530721061000','13',26.00
'530530721061000','16',112.00
'530530721061000','7',14.00
'530530721061009','13',14.00
'530530721061009','16',48.00
'530530721061009','7',5.00
'530530721061010','17',4.00
'530530721061015','12',5.00
'530530721061015','13',1.00
'530530721061015','16',163.00
'530530721061015','17',9.00
'530530721061015','7',4.00
'530530721061016','13',8.00
'530530721061016','16',9.00
'530530721061016','17',1.00
'530530721061016','2',1.00
'530530721062000','13',1.00
'530530721062000','6',2.00
'530530721062010','11',12.00
'530530721062010','16',5.00
'530530721062014','17',1.00
'530530721062016','17',2.00
'530530721062019','17',1.00
'530530721062021','7',3.00
'530530721063001','16',1.00
'530530721063001','17',5.00
'530530721063003','17',1.00
'530530721063004','16',3.00
'530530721063005','16',3.00
'530530721063008','11',3.00
'530530721063008','12',44.00
'530530721063008','13',3.00
'530530721063008','14',151.00
'530530721063008','15',1.00
'530530721063008','16',61.00
'530530721063008','17',79.00
'530530721063008','2',2.00
'530530721063008','7',44.00
'530530721063009','11',5.00
'530530721063009','16',9.00
'530530721063009','17',1.00
'530530721064000','12',14.00
'530530721064000','13',1.00
'530530721064000','14',17.00
'530530721064000','16',57.00
'530530721064000','17',4.00
'530530721064002','12',8.00
'530530721064002','17',3.00
'530530721064004','12',8.00
'530530721064004','14',15.00
'530530721064004','16',30.00
'530530721064004','17',1.00
'530530721064004','7',1.00
'530530721064005','17',3.00
'530530721064006','14',5.00
'530530721064006','16',12.00
'530530721064006','17',1.00
'530530721064006','6',1.00
'530530721064006','7',33.00
'530530721071000','12',7.00
'530530721071000','14',13.00
'530530721071000','7',18.00
'530530721071001','16',4.00
'530530721071001','17',1.00
'530530721071002','14',13.00
'530530721071002','17',4.00
'530530721071004','13',5.00
'530530721071004','2',8.00
'530530721071007','16',3.00
'530530721071007','17',2.00
'530530721071009','17',1.00
'530530721071010','17',1.00
'530530721071013','14',4.00
'530530721071013','17',2.00
'530530721072000','13',5.00
'530530721072000','17',3.00
'530530721072000','6',1.00
'530530721072003','13',4.00
'530530721072003','17',1.00
'530530721072005','13',3.00
'530530721072005','16',7.00
'530530721072005','17',1.00
'530530721072008','13',3.00
'530530721072008','17',1.00
'530530721073000','17',1.00
'530530721073000','2',10.00
'530530721073000','6',3.00
'530530721074002','13',2.00
'530530721074002','15',96.00
'530530721074002','17',1.00
'530530721074002','2',2.00
'530530721074010','12',1.00
'530530721074010','13',1.00
'530530721074010','15',1016.00
'530530721074010','16',3.00
'530530721074010','18',1.00
'530530721074013','17',1.00
'530530721074013','2',4.00
'530530721074016','17',2.00
'530530721081000','16',5.00
'530530721081000','2',58.00
'530530721081001','12',2.00
'530530721081001','16',3.00
'530530721081001','17',1.00
'530530721081001','18',3.00
'530530721081001','2',10.00
'530530721081002','13',2.00
'530530721081007','17',3.00
'530530721081009','17',1.00
'530530721081010','13',2.00
'530530721081011','17',2.00
'530530721082000','12',1.00
'530530721082000','16',7.00
'530530721082000','17',4.00
'530530721082002','17',4.00
'530530721082004','13',1.00
'530530721082004','14',4.00
'530530721082005','13',3.00
'530530721082008','13',2.00
'530530721082010','17',2.00
'530530721083000','17',1.00
'530530721083000','6',1.00
'530530721083004','7',3.00
'530530721083005','17',1.00
'530530721083005','2',7.00
'530530721083008','17',2.00
'530530721083008','7',6.00
'530530721083009','13',29.00
'530530721083010','2',1.00
'530530721084003','17',1.00
'530530721084008','17',1.00
'530530721084009','16',7.00
'530530721084010','17',1.00
'530530721084013','17',3.00
'530530721084015','12',18.00
'530530721084015','17',3.00
'530530721085002','17',2.00
'530530721085002','2',11.00
'530530721085002','8',2.00
'530530721085006','17',1.00
'530530721091006','13',3.00
'530530721091006','16',125.00
'530530721091006','2',4.00
'530530721091012','12',8.00
'530530721091013','13',4.00
'530530721091013','17',1.00
'530530721091013','18',52.00
'530530721091016','12',1.00
'530530721091016','14',1.00
'530530721091017','14',25.00
'530530721091017','16',9.00
'530530721091017','2',28.00
'530530721091024','13',14.00
'530530721091024','17',2.00
'530530721091024','2',7.00
'530530721091025','13',1.00
'530530721091035','7',1.00
'530530721091036','14',2.00
'530530721091037','13',1.00
'530530721091040','14',14.00
'530530721091043','14',6.00
'530530721091043','15',401.00
'530530721091051','8',10.00
'530530721091052','13',5.00
'530530721091052','17',2.00
'530530721092003','13',1.00
'530530721092003','17',4.00
'530530721092003','7',1.00
'530530721092008','12',5.00
'530530721092008','13',9.00
'530530721092008','16',1.00
'530530721092008','17',8.00
'530530721092008','7',2.00
'530530721092009','17',1.00
'530530721092013','12',2.00
'530530721092013','7',1.00
'530530721092018','11',7.00
'530530721092018','2',4.00
'530530721111004','13',1.00
'530530721111004','17',1.00
'530530721111004','8',7.00
'530530721111011','17',2.00
'530530721111011','2',2.00
'530530721111011','7',2.00
'530530721111013','17',1.00
'530530721111014','17',2.00
'530530721111015','17',5.00
'530530721112005','2',3.00
'530530721112009','7',1.00
'530530721112016','17',3.00
'530530721112017','16',2.00
'530530721112020','17',1.00
'530530721121000','12',2.00
'530530721121000','17',1.00
'530530721121000','7',7.00
'530530721121003','12',1.00
'530530721121003','16',3.00
'530530721121003','17',1.00
'530530721121003','3',1.00
'530530721121006','17',3.00
'530530721121007','13',4.00
'530530721121007','17',1.00
'530530721121015','13',1.00
'530530721121015','17',1.00
'530530721121015','2',1.00
'530530721121016','16',1.00
'530530721121019','7',1.00
'530530721122000','16',2.00
'530530721122002','17',1.00
'530530721122006','17',6.00
'530530721122008','17',2.00
'530530721123000','17',1.00
'530530721123001','12',4.00
'530530721123001','17',7.00
'530530721123004','17',2.00
'530530721123006','17',1.00
'530530721123007','2',1.00
'530530723051001','17',2.00
'530530723051010','12',151.00
'530530723051010','13',70.00
'530530723051010','14',34.00
'530530723051010','15',20.00
'530530723051010','16',32.00
'530530723051010','17',65.00
'530530723051010','18',1.00
'530530723051010','2',2.00
'530530723051010','7',27.00
'530530723051011','12',8.00
'530530723051011','13',23.00
'530530723051011','14',13.00
'530530723051011','15',2.00
'530530723051011','16',23.00
'530530723051011','17',14.00
'530530723051011','6',2.00
'530530723051011','7',12.00
'530530723051014','12',128.00
'530530723051014','13',33.00
'530530723051014','14',12.00
'530530723051014','16',5.00
'530530723051014','2',12.00
'530530723051015','13',1.00
'530530723051015','2',1.00
'530530723052003','2',1.00
'530530723052007','17',1.00
'530530723052008','16',9.00
'530530723052008','17',1.00
'530530723052010','6',1.00
'530530723052012','14',7.00
'530530723052012','7',4.00
'530530723052014','16',6.00
'530530723052015','17',1.00
'530530723052016','13',5.00
'530530723052016','6',1.00
'530530723053000','2',5.00
'530530723053005','18',54.00
'530530723053006','13',1.00
'530530723053016','16',2.00
'530530723054000','2',2.00
'530530723054002','3',4.00
'530530723054006','13',3.00
'530530723054010','13',1.00
'530530723055003','16',1.00
'530530723055007','13',48.00
'530530723055007','17',1.00
'530530723055008','17',1.00
'530530723055012','12',4.00
'530530723055014','17',1.00
'530530723055014','6',1.00
'530530723056000','17',108.00
'530530723056000','18',2.00
'530530723056003','13',3.00
'530530723056003','2',1.00
'530530723056007','16',2.00
'530530723056008','6',1.00
'530530723071000','11',1.00
'530530723071000','13',6.00
'530530723071000','14',17.00
'530530723071000','15',3.00
'530530723071000','16',37.00
'530530723071000','17',14.00
'530530723071000','7',7.00
'530530723071001','13',3.00
'530530723071002','12',3.00
'530530723071002','16',24.00
'530530723071002','17',2.00
'530530723071002','6',3.00
'530530723071002','7',4.00
'530530723071004','12',8.00
'530530723071004','17',2.00
'530530723072000','2',2.00
'530530723072000','6',5.00
'530530723072002','17',1.00
'530530723072004','2',2.00
'530530723073000','13',9.00
'530530723073000','16',1.00
'530530723073001','13',4.00
'530530723073001','17',4.00
'530530723073002','17',2.00
'530530723074000','12',6.00
'530530723074000','17',1.00
'530530723074001','17',1.00
'530530723074001','6',1.00
'530530723074002','16',10.00
'530530723074002','2',3.00
'530530723074003','17',6.00
'530530723074004','14',2.00
'530530723074005','13',3.00
'530530723081000','15',208.00
'530530723081000','16',131.00
'530530723081000','17',13.00
'530530723081000','18',1.00
'530530723081000','2',5.00
'530530723081000','6',1.00
'530530723081006','17',1.00
'530530723082000','13',1.00
'530530723082000','16',1.00
'530530723082000','17',8.00
'530530723082000','2',1.00
'530530723082000','6',3.00
'530530723082000','7',2.00
'530530723082007','16',6.00
'530530723082007','17',3.00
'530530723083002','17',102.00
'530530723083002','18',1.00
'530530723083007','17',1.00
'530530723083008','17',2.00
'530530723083009','17',1.00
'530530723084004','13',1.00
'530530723084004','17',33.00
'530530723084006','17',1.00
'530530723085000','16',3.00
'530530723085000','17',4.00
'530530723085002','17',6.00
'530530723085007','16',1.00
'530530723085007','17',2.00
'530530723085007','2',1.00
'530530723085008','2',2.00
'530530723085008','7',2.00
'530530723085010','12',29.00
'530530723085010','13',2.00
'530530723085010','16',18.00
'530530723091001','17',2.00
'530530723091001','2',6.00
'530530723091001','6',2.00
'530530723091005','16',2.00
'530530723091005','2',30.00
'530530723091006','17',2.00
'530530723091007','17',7.00
'530530723091007','2',6.00
'530530723091010','17',2.00
'530530723091012','17',1.00
'530530723091015','2',2.00
'530530723091019','17',1.00
'530530723092000','16',3.00
'530530723092001','16',2.00
'530530723092001','7',1.00
'530530723092002','12',1.00
'530530723092002','16',7.00
'530530723092002','17',1.00
'530530723092004','6',2.00
'530530723092012','2',5.00
'530530723092014','13',9.00
'530530723092020','12',3.00
'530530723093006','12',2.00
'530530723093006','17',2.00
'530530723093008','17',1.00
'530530723093012','17',1.00
'530530723093015','17',2.00
'530530723094000','2',2.00
'530530723094003','12',1.00
'530530723094003','14',18.00
'530530723094003','16',12.00
'530530723094003','17',4.00
'530530723094003','7',1.00
'530530723094006','12',12.00
'530530723094006','16',28.00
'530530723094006','17',1.00
'530530723101006','13',6.00
'530530723101006','17',3.00
'530530723101008','13',10.00
'530530723101009','12',2.00
'530530723101010','12',1.00
'530530723101010','13',5.00
'530530723101010','16',19.00
'530530723101012','13',3.00
'530530723101012','2',1.00
'530530723101013','14',9.00
'530530723101013','17',8.00
'530530723101013','3',3.00
'530530723101013','6',1.00
'530530723101013','7',30.00
'530530723102000','12',8.00
'530530723102000','14',59.00
'530530723102000','17',33.00
'530530723102000','7',10.00
'530530723102001','16',17.00
'530530723102001','6',2.00
'530530723102002','12',2.00
'530530723102002','14',20.00
'530530723102002','15',7.00
'530530723102003','16',8.00
'530530723102003','17',2.00
'530530723102004','6',1.00
'530530723102007','12',1.00
'530530723102007','13',3.00
'530530723102008','12',6.00
'530530723102008','16',2.00
'530530723102016','3',1.00
'530530723103000','14',5.00
'530530723103001','13',4.00
'530530723103003','17',11.00
'530530723103005','17',1.00
'530530723103006','17',2.00
'530530723103009','12',1.00
'530530723103009','15',746.00
'530530723103009','16',5.00
'530530723103009','18',3.00
'530530723103012','12',42.00
'530530723103012','13',43.00
'530530723103012','14',121.00
'530530723103012','16',9.00
'530530723103012','17',15.00
'530530723103012','18',4.00
'530530723103012','2',5.00
'530530723103012','3',27.00
'530530723103012','6',4.00
'530530723103012','7',196.00
'530530723111000','12',26.00
'530530723111000','13',47.00
'530530723111000','14',178.00
'530530723111000','15',3.00
'530530723111000','17',35.00
'530530723111000','18',1.00
'530530723111000','2',23.00
'530530723111000','6',9.00
'530530723111000','7',29.00
'530530723111001','12',36.00
'530530723111001','13',22.00
'530530723111001','15',5.00
'530530723111001','16',1.00
'530530723111001','17',7.00
'530530723111001','18',2.00
'530530723111001','7',1.00
'530530723111007','12',27.00
'530530723111007','13',18.00
'530530723111007','14',28.00
'530530723111007','16',101.00
'530530723111007','17',2.00
'530530723111007','6',3.00
'530530723111007','7',5.00
'530530723111008','17',3.00
'530530723111011','2',1.00
'530530723111012','12',12.00
'530530723111012','13',135.00
'530530723111012','15',24.00
'530530723111012','16',7.00
'530530723111012','17',7.00
'530530723111012','3',5.00
'530530723111012','6',20.00
'530530723111012','7',1.00
'530530723111013','12',20.00
'530530723111013','13',17.00
'530530723111013','14',75.00
'530530723111013','16',23.00
'530530723111013','17',20.00
'530530723111013','2',4.00
'530530723111013','6',6.00
'530530723111013','7',9.00
'530530723111014','12',1.00
'530530723111014','13',18.00
'530530723111014','14',11.00
'530530723111014','16',3.00
'530530723112000','2',33.00
'530530723112000','7',3.00
'530530723112001','11',6.00
'530530723112001','12',22.00
'530530723112001','13',52.00
'530530723112001','14',23.00
'530530723112001','15',14.00
'530530723112001','16',4.00
'530530723112001','17',106.00
'530530723112001','2',32.00
'530530723112001','3',1.00
'530530723112001','6',17.00
'530530723112001','7',22.00
'530530723112001','8',6.00
'530530723112003','17',1.00
'530530723112004','12',4.00
'530530723112004','13',55.00
'530530723112004','17',18.00
'530530723112004','2',7.00
'530530723112005','17',2.00
'530530723112005','6',1.00
'530530723112005','8',1.00
'530530723113003','12',15.00
'530530723113003','13',3.00
'530530723113003','14',3.00
'530530723113003','16',17.00
'530530723113003','17',11.00
'530530723113003','18',142.00
'530530723113003','2',4.00
'530530723113003','3',1.00
'530530723113003','6',1.00
'530530723113003','7',45.00
'530530723113003','8',3.00
'530530723113008','17',1.00
'530530723113008','18',2.00
'530530723113008','2',1.00
'530530723113009','11',34.00
'530530723113009','12',34.00
'530530723113009','13',52.00
'530530723113009','16',21.00
'530530723113009','17',1.00
'530530723113009','18',3.00
'530530723113009','3',1.00
'530530723113010','12',4.00
'530530723113010','13',1.00
'530530723113010','16',3.00
'530530723113010','17',3.00
'530530723113010','18',18.00
'530530723113010','7',5.00
'530530723113011','12',40.00
'530530723113011','13',18.00
'530530723113011','14',1.00
'530530723113011','16',175.00
'530530723113011','17',4.00
'530530723113011','3',12.00
'530530723113011','6',1.00
'530530723113011','7',2.00
'530530723113011','8',1.00
'530530723121000','12',5.00
'530530723121000','16',1.00
'530530723121000','17',14.00
'530530723121000','2',2.00
'530530723121000','6',5.00
'530530723121000','7',283.00
'530530723121001','17',3.00
'530530723121005','8',3.00
'530530723121008','12',31.00
'530530723121008','13',2.00
'530530723121008','6',1.00
'530530723121008','7',10.00
'530530723121008','8',2.00
'530530723121009','17',2.00
'530530723122000','12',2.00
'530530723122000','14',1.00
'530530723122000','17',3.00
'530530723122001','12',16.00
'530530723122001','14',4.00
'530530723122001','17',15.00
'530530723122001','2',4.00
'530530723122003','12',9.00
'530530723122003','17',1.00
'530530723122003','2',1.00
'530530723122004','16',3.00
'530530723122006','17',3.00
'530530723123000','13',1.00
'530530723123000','16',18.00
'530530723123000','17',1.00
'530530723123000','2',1.00
'530530723123001','12',5.00
'530530723123001','13',3.00
'530530723123001','16',28.00
'530530723123001','2',2.00
'530530723123002','12',5.00
'530530723123002','13',12.00
'530530723123002','16',80.00
'530530723123002','17',4.00
'530530723123002','2',8.00
'530530723123003','12',5.00
'530530723123003','13',9.00
'530530723123003','16',74.00
'530530723123003','17',3.00
'530530723123003','2',4.00
'530530723123005','13',1.00
'530530723123005','16',9.00
'530530723123006','16',3.00
'530530723123006','17',6.00
'530530723131000','14',2.00
'530530723131000','16',5.00
