year,income_min,income_max,persons_min,persons_max,workers_min,workers_max,total_number_of_households,subreg_id
2050,0,-1,2,2,0,-1,2533,16
2025,0,-1,3,3,0,-1,1097,16
2030,0,-1,3,3,0,-1,1125,16
2035,0,-1,3,3,0,-1,1152,16
2040,0,-1,3,3,0,-1,1180,16
2044,0,-1,3,3,0,-1,1203,16
2050,0,-1,3,3,0,-1,1233,16
2025,0,-1,4,4,0,-1,1000,16
2030,0,-1,4,4,0,-1,1026,16
2035,0,-1,4,4,0,-1,1052,16
2040,0,-1,4,4,0,-1,1078,16
2044,0,-1,4,4,0,-1,1097,16
2050,0,-1,4,4,0,-1,1127,16
2025,0,-1,5,5,0,-1,353,16
2030,0,-1,5,5,0,-1,362,16
2035,0,-1,5,5,0,-1,372,16
2040,0,-1,5,5,0,-1,382,16
2044,0,-1,5,5,0,-1,389,16
2050,0,-1,5,5,0,-1,398,16
2025,0,-1,6,6,0,-1,114,16
2030,0,-1,6,6,0,-1,117,16
2035,0,-1,6,6,0,-1,120,16
2040,0,-1,6,6,0,-1,123,16
2044,0,-1,6,6,0,-1,125,16
2050,0,-1,6,6,0,-1,129,16
2025,0,-1,7,-1,0,-1,66,16
2030,0,-1,7,-1,0,-1,67,16
2035,0,-1,7,-1,0,-1,69,16
2040,0,-1,7,-1,0,-1,70,16
2044,0,-1,7,-1,0,-1,72,16
2050,0,-1,7,-1,0,-1,73,16
2025,0,-1,1,1,0,-1,915,17
2030,0,-1,1,1,0,-1,965,17
2035,0,-1,1,1,0,-1,1017,17
2040,0,-1,1,1,0,-1,1066,17
2044,0,-1,1,1,0,-1,1106,17
2050,0,-1,1,1,0,-1,1154,17
2025,0,-1,2,2,0,-1,1571,17
2030,0,-1,2,2,0,-1,1656,17
2035,0,-1,2,2,0,-1,1743,17
2040,0,-1,2,2,0,-1,1831,17
2044,0,-1,2,2,0,-1,1901,17
2050,0,-1,2,2,0,-1,1982,17
2025,0,-1,3,3,0,-1,700,17
2030,0,-1,3,3,0,-1,704,17
2035,0,-1,3,3,0,-1,703,17
2040,0,-1,3,3,0,-1,705,17
2044,0,-1,3,3,0,-1,707,17
2050,0,-1,3,3,0,-1,710,17
2025,0,-1,4,4,0,-1,731,17
2030,0,-1,4,4,0,-1,733,17
2035,0,-1,4,4,0,-1,734,17
2040,0,-1,4,4,0,-1,737,17
2044,0,-1,4,4,0,-1,738,17
2050,0,-1,4,4,0,-1,741,17
2025,0,-1,5,5,0,-1,238,17
2030,0,-1,5,5,0,-1,238,17
2035,0,-1,5,5,0,-1,239,17
2040,0,-1,5,5,0,-1,239,17
2044,0,-1,5,5,0,-1,240,17
2050,0,-1,5,5,0,-1,241,17
2025,0,-1,6,6,0,-1,82,17
2030,0,-1,6,6,0,-1,82,17
2035,0,-1,6,6,0,-1,82,17
2040,0,-1,6,6,0,-1,83,17
2044,0,-1,6,6,0,-1,82,17
2050,0,-1,6,6,0,-1,82,17
2025,0,-1,7,-1,0,-1,38,17
2030,0,-1,7,-1,0,-1,38,17
2035,0,-1,7,-1,0,-1,39,17
2040,0,-1,7,-1,0,-1,38,17
2044,0,-1,7,-1,0,-1,38,17
2050,0,-1,7,-1,0,-1,39,17
2025,0,-1,1,1,0,-1,1231,18
2030,0,-1,1,1,0,-1,1286,18
2035,0,-1,1,1,0,-1,1340,18
2040,0,-1,1,1,0,-1,1395,18
2044,0,-1,1,1,0,-1,1440,18
2050,0,-1,1,1,0,-1,1487,18
2025,0,-1,2,2,0,-1,2551,18
2030,0,-1,2,2,0,-1,2663,18
2035,0,-1,2,2,0,-1,2779,18
2040,0,-1,2,2,0,-1,2891,18
2044,0,-1,2,2,0,-1,2980,18
2050,0,-1,2,2,0,-1,3080,18
2025,0,-1,3,3,0,-1,1273,18
2030,0,-1,3,3,0,-1,1283,18
2035,0,-1,3,3,0,-1,1294,18
2040,0,-1,3,3,0,-1,1305,18
2044,0,-1,3,3,0,-1,1313,18
2050,0,-1,3,3,0,-1,1324,18
2025,0,-1,4,4,0,-1,1580,18
2030,0,-1,4,4,0,-1,1593,18
2035,0,-1,4,4,0,-1,1605,18
2040,0,-1,4,4,0,-1,1618,18
2044,0,-1,4,4,0,-1,1629,18
2050,0,-1,4,4,0,-1,1643,18
2025,0,-1,5,5,0,-1,523,18
2030,0,-1,5,5,0,-1,528,18
2035,0,-1,5,5,0,-1,532,18
2040,0,-1,5,5,0,-1,535,18
2044,0,-1,5,5,0,-1,539,18
2050,0,-1,5,5,0,-1,544,18
2025,0,-1,6,6,0,-1,176,18
2030,0,-1,6,6,0,-1,178,18
2035,0,-1,6,6,0,-1,179,18
2040,0,-1,6,6,0,-1,180,18
2044,0,-1,6,6,0,-1,181,18
2050,0,-1,6,6,0,-1,183,18
2025,0,-1,7,-1,0,-1,51,18
2030,0,-1,7,-1,0,-1,51,18
2035,0,-1,7,-1,0,-1,51,18
2040,0,-1,7,-1,0,-1,53,18
2044,0,-1,7,-1,0,-1,53,18
2050,0,-1,7,-1,0,-1,52,18
2025,0,-1,1,1,0,-1,724,19
2030,0,-1,1,1,0,-1,764,19
2035,0,-1,1,1,0,-1,805,19
2040,0,-1,1,1,0,-1,846,19
2044,0,-1,1,1,0,-1,878,19
2050,0,-1,1,1,0,-1,954,19
2025,0,-1,2,2,0,-1,1172,19
2030,0,-1,2,2,0,-1,1238,19
2035,0,-1,2,2,0,-1,1305,19
2040,0,-1,2,2,0,-1,1369,19
2044,0,-1,2,2,0,-1,1422,19
2050,0,-1,2,2,0,-1,1546,19
2025,0,-1,3,3,0,-1,685,19
2030,0,-1,3,3,0,-1,707,19
2035,0,-1,3,3,0,-1,727,19
2040,0,-1,3,3,0,-1,750,19
2044,0,-1,3,3,0,-1,768,19
2050,0,-1,3,3,0,-1,789,19
2025,0,-1,4,4,0,-1,585,19
2030,0,-1,4,4,0,-1,605,19
2035,0,-1,4,4,0,-1,623,19
2040,0,-1,4,4,0,-1,641,19
2044,0,-1,4,4,0,-1,656,19
2050,0,-1,4,4,0,-1,677,19
2025,0,-1,5,5,0,-1,212,19
2030,0,-1,5,5,0,-1,219,19
2035,0,-1,5,5,0,-1,226,19
2040,0,-1,5,5,0,-1,233,19
2044,0,-1,5,5,0,-1,239,19
2050,0,-1,5,5,0,-1,248,19
2025,0,-1,6,6,0,-1,78,19
2030,0,-1,6,6,0,-1,80,19
2035,0,-1,6,6,0,-1,82,19
2040,0,-1,6,6,0,-1,84,19
2044,0,-1,6,6,0,-1,86,19
2050,0,-1,6,6,0,-1,90,19
2025,0,-1,7,-1,0,-1,31,19
2030,0,-1,7,-1,0,-1,31,19
2035,0,-1,7,-1,0,-1,33,19
2040,0,-1,7,-1,0,-1,34,19
2044,0,-1,7,-1,0,-1,34,19
2050,0,-1,7,-1,0,-1,32,19
2025,0,-1,1,1,0,-1,840,20
2030,0,-1,1,1,0,-1,841,20
2035,0,-1,1,1,0,-1,843,20
2040,0,-1,1,1,0,-1,845,20
2044,0,-1,1,1,0,-1,847,20
2050,0,-1,1,1,0,-1,857,20
2025,0,-1,2,2,0,-1,1142,20
2030,0,-1,2,2,0,-1,1144,20
2035,0,-1,2,2,0,-1,1144,20
2040,0,-1,2,2,0,-1,1145,20
2044,0,-1,2,2,0,-1,1147,20
2050,0,-1,2,2,0,-1,1163,20
2025,0,-1,3,3,0,-1,662,20
2030,0,-1,3,3,0,-1,689,20
2035,0,-1,3,3,0,-1,715,20
2040,0,-1,3,3,0,-1,742,20
2044,0,-1,3,3,0,-1,762,20
2050,0,-1,3,3,0,-1,763,20
2025,0,-1,4,4,0,-1,444,20
2030,0,-1,4,4,0,-1,461,20
2035,0,-1,4,4,0,-1,481,20
2040,0,-1,4,4,0,-1,497,20
2044,0,-1,4,4,0,-1,511,20
2050,0,-1,4,4,0,-1,513,20
2025,0,-1,5,5,0,-1,215,20
2030,0,-1,5,5,0,-1,224,20
2035,0,-1,5,5,0,-1,232,20
2040,0,-1,5,5,0,-1,241,20
2044,0,-1,5,5,0,-1,248,20
2050,0,-1,5,5,0,-1,248,20
2025,0,-1,6,6,0,-1,89,20
2030,0,-1,6,6,0,-1,92,20
2035,0,-1,6,6,0,-1,95,20
2040,0,-1,6,6,0,-1,98,20
2044,0,-1,6,6,0,-1,101,20
2050,0,-1,6,6,0,-1,102,20
2025,0,-1,7,-1,0,-1,67,20
2030,0,-1,7,-1,0,-1,70,20
2035,0,-1,7,-1,0,-1,73,20
2040,0,-1,7,-1,0,-1,76,20
2044,0,-1,7,-1,0,-1,78,20
2050,0,-1,7,-1,0,-1,78,20
2025,0,-1,1,1,0,-1,385,22
2030,0,-1,1,1,0,-1,404,22
2035,0,-1,1,1,0,-1,424,22
2040,0,-1,1,1,0,-1,443,22
2044,0,-1,1,1,0,-1,457,22
2050,0,-1,1,1,0,-1,481,22
2025,0,-1,2,2,0,-1,800,22
2030,0,-1,2,2,0,-1,841,22
2035,0,-1,2,2,0,-1,879,22
2040,0,-1,2,2,0,-1,919,22
2044,0,-1,2,2,0,-1,950,22
2050,0,-1,2,2,0,-1,997,22
2025,0,-1,3,3,0,-1,550,22
2030,0,-1,3,3,0,-1,541,22
2035,0,-1,3,3,0,-1,531,22
2040,0,-1,3,3,0,-1,522,22
2044,0,-1,3,3,0,-1,516,22
2050,0,-1,3,3,0,-1,504,22
2025,0,-1,4,4,0,-1,575,22
2030,0,-1,4,4,0,-1,563,22
2035,0,-1,4,4,0,-1,555,22
2040,0,-1,4,4,0,-1,545,22
2044,0,-1,4,4,0,-1,539,22
2050,0,-1,4,4,0,-1,526,22
2025,0,-1,5,5,0,-1,212,22
2030,0,-1,5,5,0,-1,209,22
2035,0,-1,5,5,0,-1,205,22
2040,0,-1,5,5,0,-1,203,22
2044,0,-1,5,5,0,-1,200,22
2050,0,-1,5,5,0,-1,196,22
2025,0,-1,6,6,0,-1,98,22
2030,0,-1,6,6,0,-1,97,22
2035,0,-1,6,6,0,-1,94,22
2040,0,-1,6,6,0,-1,93,22
2044,0,-1,6,6,0,-1,91,22
2050,0,-1,6,6,0,-1,90,22
2025,0,-1,7,-1,0,-1,49,22
2030,0,-1,7,-1,0,-1,48,22
2035,0,-1,7,-1,0,-1,49,22
2040,0,-1,7,-1,0,-1,47,22
2044,0,-1,7,-1,0,-1,46,22
2050,0,-1,7,-1,0,-1,45,22
2025,0,-1,1,1,0,-1,1721,23
2030,0,-1,1,1,0,-1,1760,23
2035,0,-1,1,1,0,-1,1798,23
2040,0,-1,1,1,0,-1,1836,23
2044,0,-1,1,1,0,-1,1869,23
2050,0,-1,1,1,0,-1,1939,23
2025,0,-1,2,2,0,-1,3013,23
2030,0,-1,2,2,0,-1,3083,23
2035,0,-1,2,2,0,-1,3152,23
2040,0,-1,2,2,0,-1,3222,23
2044,0,-1,2,2,0,-1,3276,23
2050,0,-1,2,2,0,-1,3405,23
2025,0,-1,3,3,0,-1,1750,23
2030,0,-1,3,3,0,-1,1730,23
2035,0,-1,3,3,0,-1,1714,23
2040,0,-1,3,3,0,-1,1696,23
2044,0,-1,3,3,0,-1,1681,23
2050,0,-1,3,3,0,-1,1649,23
2025,0,-1,4,4,0,-1,1472,23
2030,0,-1,4,4,0,-1,1458,23
2035,0,-1,4,4,0,-1,1443,23
2040,0,-1,4,4,0,-1,1428,23
2044,0,-1,4,4,0,-1,1415,23
2050,0,-1,4,4,0,-1,1387,23
2025,0,-1,5,5,0,-1,629,23
2030,0,-1,5,5,0,-1,622,23
2035,0,-1,5,5,0,-1,614,23
2040,0,-1,5,5,0,-1,608,23
2044,0,-1,5,5,0,-1,604,23
2050,0,-1,5,5,0,-1,591,23
2025,0,-1,6,6,0,-1,261,23
2030,0,-1,6,6,0,-1,260,23
2035,0,-1,6,6,0,-1,256,23
2040,0,-1,6,6,0,-1,253,23
2044,0,-1,6,6,0,-1,250,23
2050,0,-1,6,6,0,-1,245,23
2025,0,-1,7,-1,0,-1,141,23
2030,0,-1,7,-1,0,-1,138,23
2035,0,-1,7,-1,0,-1,138,23
2040,0,-1,7,-1,0,-1,136,23
2044,0,-1,7,-1,0,-1,135,23
2050,0,-1,7,-1,0,-1,132,23
2025,0,-1,1,1,0,-1,1223,24
2030,0,-1,1,1,0,-1,1259,24
2035,0,-1,1,1,0,-1,1296,24
2040,0,-1,1,1,0,-1,1330,24
2044,0,-1,1,1,0,-1,1359,24
2050,0,-1,1,1,0,-1,1399,24
2025,0,-1,2,2,0,-1,1546,24
2030,0,-1,2,2,0,-1,1592,24
2035,0,-1,2,2,0,-1,1636,24
2040,0,-1,2,2,0,-1,1680,24
2044,0,-1,2,2,0,-1,1716,24
2050,0,-1,2,2,0,-1,1766,24
2025,0,-1,3,3,0,-1,857,24
2030,0,-1,3,3,0,-1,870,24
2035,0,-1,3,3,0,-1,885,24
2040,0,-1,3,3,0,-1,899,24
2044,0,-1,3,3,0,-1,912,24
2050,0,-1,3,3,0,-1,908,24
2025,0,-1,4,4,0,-1,727,24
2030,0,-1,4,4,0,-1,739,24
2035,0,-1,4,4,0,-1,750,24
2040,0,-1,4,4,0,-1,763,24
2044,0,-1,4,4,0,-1,772,24
2050,0,-1,4,4,0,-1,770,24
2025,0,-1,5,5,0,-1,348,24
2030,0,-1,5,5,0,-1,353,24
2035,0,-1,5,5,0,-1,359,24
2040,0,-1,5,5,0,-1,367,24
2044,0,-1,5,5,0,-1,371,24
2050,0,-1,5,5,0,-1,370,24
2025,0,-1,6,6,0,-1,153,24
2030,0,-1,6,6,0,-1,155,24
2035,0,-1,6,6,0,-1,157,24
2040,0,-1,6,6,0,-1,160,24
2044,0,-1,6,6,0,-1,162,24
2050,0,-1,6,6,0,-1,161,24
2025,0,-1,7,-1,0,-1,99,24
2030,0,-1,7,-1,0,-1,102,24
2035,0,-1,7,-1,0,-1,104,24
2040,0,-1,7,-1,0,-1,104,24
2044,0,-1,7,-1,0,-1,105,24
2050,0,-1,7,-1,0,-1,105,24
2025,0,-1,1,1,0,-1,4260,25
2030,0,-1,1,1,0,-1,4273,25
2035,0,-1,1,1,0,-1,4285,25
2040,0,-1,1,1,0,-1,4297,25
2044,0,-1,1,1,0,-1,4308,25
2050,0,-1,1,1,0,-1,4388,25
2025,0,-1,2,2,0,-1,5509,25
2030,0,-1,2,2,0,-1,5524,25
2035,0,-1,2,2,0,-1,5541,25
2040,0,-1,2,2,0,-1,5558,25
2044,0,-1,2,2,0,-1,5568,25
2050,0,-1,2,2,0,-1,5672,25
2025,0,-1,3,3,0,-1,2733,25
2030,0,-1,3,3,0,-1,2777,25
2035,0,-1,3,3,0,-1,2821,25
2040,0,-1,3,3,0,-1,2866,25
2044,0,-1,3,3,0,-1,2902,25
2050,0,-1,3,3,0,-1,2962,25
2025,0,-1,4,4,0,-1,2412,25
2030,0,-1,4,4,0,-1,2452,25
2035,0,-1,4,4,0,-1,2493,25
2040,0,-1,4,4,0,-1,2532,25
2044,0,-1,4,4,0,-1,2566,25
2050,0,-1,4,4,0,-1,2617,25
2025,0,-1,5,5,0,-1,820,25
2030,0,-1,5,5,0,-1,831,25
2035,0,-1,5,5,0,-1,846,25
2040,0,-1,5,5,0,-1,859,25
2044,0,-1,5,5,0,-1,870,25
2050,0,-1,5,5,0,-1,888,25
2025,0,-1,6,6,0,-1,310,25
2030,0,-1,6,6,0,-1,317,25
2035,0,-1,6,6,0,-1,320,25
2040,0,-1,6,6,0,-1,326,25
2044,0,-1,6,6,0,-1,330,25
2050,0,-1,6,6,0,-1,337,25
2025,0,-1,7,-1,0,-1,128,25
2030,0,-1,7,-1,0,-1,131,25
2035,0,-1,7,-1,0,-1,133,25
2040,0,-1,7,-1,0,-1,135,25
2044,0,-1,7,-1,0,-1,136,25
2050,0,-1,7,-1,0,-1,140,25
2025,0,-1,1,1,0,-1,1558,26
2030,0,-1,1,1,0,-1,1609,26
2035,0,-1,1,1,0,-1,1660,26
2040,0,-1,1,1,0,-1,1710,26
2044,0,-1,1,1,0,-1,1750,26
2050,0,-1,1,1,0,-1,1824,26
2025,0,-1,2,2,0,-1,1595,26
2030,0,-1,2,2,0,-1,1644,26
2035,0,-1,2,2,0,-1,1697,26
2040,0,-1,2,2,0,-1,1750,26
2044,0,-1,2,2,0,-1,1791,26
2050,0,-1,2,2,0,-1,1865,26
2025,0,-1,3,3,0,-1,796,26
2030,0,-1,3,3,0,-1,807,26
2035,0,-1,3,3,0,-1,816,26
2040,0,-1,3,3,0,-1,826,26
2044,0,-1,3,3,0,-1,833,26
2050,0,-1,3,3,0,-1,865,26
2025,0,-1,4,4,0,-1,802,26
2030,0,-1,4,4,0,-1,812,26
2035,0,-1,4,4,0,-1,822,26
2040,0,-1,4,4,0,-1,832,26
2044,0,-1,4,4,0,-1,840,26
2050,0,-1,4,4,0,-1,871,26
2025,0,-1,5,5,0,-1,306,26
2030,0,-1,5,5,0,-1,311,26
2035,0,-1,5,5,0,-1,313,26
2040,0,-1,5,5,0,-1,318,26
2044,0,-1,5,5,0,-1,322,26
2050,0,-1,5,5,0,-1,333,26
2025,0,-1,6,6,0,-1,120,26
2030,0,-1,6,6,0,-1,122,26
2035,0,-1,6,6,0,-1,125,26
2040,0,-1,6,6,0,-1,125,26
2044,0,-1,6,6,0,-1,128,26
2050,0,-1,6,6,0,-1,131,26
2025,0,-1,7,-1,0,-1,49,26
2030,0,-1,7,-1,0,-1,49,26
2035,0,-1,7,-1,0,-1,50,26
2040,0,-1,7,-1,0,-1,51,26
2044,0,-1,7,-1,0,-1,51,26
2050,0,-1,7,-1,0,-1,54,26
2025,0,-1,1,1,0,-1,162,27
2030,0,-1,1,1,0,-1,176,27
2035,0,-1,1,1,0,-1,190,27
2040,0,-1,1,1,0,-1,203,27
2044,0,-1,1,1,0,-1,214,27
2050,0,-1,1,1,0,-1,228,27
2025,0,-1,2,2,0,-1,302,27
2030,0,-1,2,2,0,-1,329,27
2035,0,-1,2,2,0,-1,353,27
2040,0,-1,2,2,0,-1,379,27
2044,0,-1,2,2,0,-1,400,27
2050,0,-1,2,2,0,-1,426,27
2025,0,-1,3,3,0,-1,166,27
2030,0,-1,3,3,0,-1,164,27
2035,0,-1,3,3,0,-1,164,27
2040,0,-1,3,3,0,-1,163,27
2044,0,-1,3,3,0,-1,162,27
2050,0,-1,3,3,0,-1,164,27
2025,0,-1,4,4,0,-1,186,27
2030,0,-1,4,4,0,-1,186,27
2035,0,-1,4,4,0,-1,185,27
2040,0,-1,4,4,0,-1,184,27
2044,0,-1,4,4,0,-1,182,27
2050,0,-1,4,4,0,-1,184,27
2025,0,-1,5,5,0,-1,113,27
2030,0,-1,5,5,0,-1,110,27
2035,0,-1,5,5,0,-1,109,27
2040,0,-1,5,5,0,-1,108,27
2044,0,-1,5,5,0,-1,109,27
2050,0,-1,5,5,0,-1,108,27
2025,0,-1,6,6,0,-1,90,27
2030,0,-1,6,6,0,-1,88,27
2035,0,-1,6,6,0,-1,87,27
2040,0,-1,6,6,0,-1,87,27
2044,0,-1,6,6,0,-1,85,27
2050,0,-1,6,6,0,-1,85,27
2025,0,-1,7,-1,0,-1,35,27
2030,0,-1,7,-1,0,-1,36,27
2035,0,-1,7,-1,0,-1,36,27
2040,0,-1,7,-1,0,-1,35,27
2044,0,-1,7,-1,0,-1,35,27
2050,0,-1,7,-1,0,-1,35,27
2025,0,-1,1,1,0,-1,10,28
2030,0,-1,1,1,0,-1,11,28
2035,0,-1,1,1,0,-1,11,28
2040,0,-1,1,1,0,-1,11,28
2044,0,-1,1,1,0,-1,11,28
2050,0,-1,1,1,0,-1,12,28
2025,0,-1,2,2,0,-1,45,28
2030,0,-1,2,2,0,-1,48,28
2035,0,-1,2,2,0,-1,49,28
2040,0,-1,2,2,0,-1,51,28
2044,0,-1,2,2,0,-1,54,28
2050,0,-1,2,2,0,-1,59,28
2025,0,-1,3,3,0,-1,18,28
2030,0,-1,3,3,0,-1,18,28
2035,0,-1,3,3,0,-1,18,28
2040,0,-1,3,3,0,-1,17,28
2044,0,-1,3,3,0,-1,16,28
2050,0,-1,3,3,0,-1,15,28
2025,0,-1,4,4,0,-1,21,28
2030,0,-1,4,4,0,-1,20,28
2035,0,-1,4,4,0,-1,20,28
2040,0,-1,4,4,0,-1,19,28
2044,0,-1,4,4,0,-1,18,28
2050,0,-1,4,4,0,-1,17,28
2025,0,-1,5,5,0,-1,10,28
2030,0,-1,5,5,0,-1,10,28
2035,0,-1,5,5,0,-1,10,28
2040,0,-1,5,5,0,-1,10,28
2044,0,-1,5,5,0,-1,10,28
2050,0,-1,5,5,0,-1,9,28
2025,0,-1,6,6,0,-1,3,28
2030,0,-1,6,6,0,-1,3,28
2035,0,-1,6,6,0,-1,3,28
2040,0,-1,6,6,0,-1,3,28
2044,0,-1,6,6,0,-1,3,28
2050,0,-1,6,6,0,-1,3,28
2025,0,-1,7,-1,0,-1,4,28
2030,0,-1,7,-1,0,-1,3,28
2035,0,-1,7,-1,0,-1,3,28
2040,0,-1,7,-1,0,-1,4,28
2044,0,-1,7,-1,0,-1,4,28
2050,0,-1,7,-1,0,-1,4,28
2025,0,-1,1,1,0,-1,477,29
2030,0,-1,1,1,0,-1,588,29
2035,0,-1,1,1,0,-1,699,29
2040,0,-1,1,1,0,-1,811,29
2044,0,-1,1,1,0,-1,900,29
2050,0,-1,1,1,0,-1,1051,29
2025,0,-1,2,2,0,-1,1032,29
2030,0,-1,2,2,0,-1,1275,29
2035,0,-1,2,2,0,-1,1516,29
2040,0,-1,2,2,0,-1,1760,29
2044,0,-1,2,2,0,-1,1953,29
2050,0,-1,2,2,0,-1,2280,29
2025,0,-1,3,3,0,-1,519,29
2030,0,-1,3,3,0,-1,577,29
2035,0,-1,3,3,0,-1,636,29
2040,0,-1,3,3,0,-1,694,29
2044,0,-1,3,3,0,-1,742,29
2050,0,-1,3,3,0,-1,842,29
2025,0,-1,4,4,0,-1,397,29
2030,0,-1,4,4,0,-1,442,29
2035,0,-1,4,4,0,-1,488,29
2040,0,-1,4,4,0,-1,531,29
2044,0,-1,4,4,0,-1,568,29
2050,0,-1,4,4,0,-1,645,29
2025,0,-1,5,5,0,-1,185,29
2030,0,-1,5,5,0,-1,207,29
2035,0,-1,5,5,0,-1,227,29
2040,0,-1,5,5,0,-1,248,29
2044,0,-1,5,5,0,-1,265,29
2050,0,-1,5,5,0,-1,302,29
2025,0,-1,6,6,0,-1,69,29
2030,0,-1,6,6,0,-1,77,29
2035,0,-1,6,6,0,-1,86,29
2040,0,-1,6,6,0,-1,95,29
2044,0,-1,6,6,0,-1,99,29
2050,0,-1,6,6,0,-1,112,29
2025,0,-1,7,-1,0,-1,29,29
2030,0,-1,7,-1,0,-1,31,29
2035,0,-1,7,-1,0,-1,34,29
2040,0,-1,7,-1,0,-1,37,29
2044,0,-1,7,-1,0,-1,40,29
2050,0,-1,7,-1,0,-1,44,29
2025,0,-1,1,1,0,-1,157,30
2030,0,-1,1,1,0,-1,201,30
2035,0,-1,1,1,0,-1,246,30
2040,0,-1,1,1,0,-1,289,30
2044,0,-1,1,1,0,-1,324,30
2050,0,-1,1,1,0,-1,371,30
2025,0,-1,2,2,0,-1,315,30
2030,0,-1,2,2,0,-1,402,30
2035,0,-1,2,2,0,-1,488,30
2040,0,-1,2,2,0,-1,576,30
2044,0,-1,2,2,0,-1,644,30
2050,0,-1,2,2,0,-1,735,30
2025,0,-1,3,3,0,-1,159,30
2030,0,-1,3,3,0,-1,176,30
2035,0,-1,3,3,0,-1,191,30
2040,0,-1,3,3,0,-1,208,30
2044,0,-1,3,3,0,-1,222,30
2050,0,-1,3,3,0,-1,244,30
2025,0,-1,4,4,0,-1,130,30
2030,0,-1,4,4,0,-1,143,30
2035,0,-1,4,4,0,-1,156,30
2040,0,-1,4,4,0,-1,168,30
2044,0,-1,4,4,0,-1,180,30
2050,0,-1,4,4,0,-1,198,30
2025,0,-1,5,5,0,-1,64,30
2030,0,-1,5,5,0,-1,71,30
2035,0,-1,5,5,0,-1,79,30
2040,0,-1,5,5,0,-1,86,30
2044,0,-1,5,5,0,-1,91,30
2050,0,-1,5,5,0,-1,101,30
2025,0,-1,6,6,0,-1,53,30
2030,0,-1,6,6,0,-1,58,30
2035,0,-1,6,6,0,-1,64,30
2040,0,-1,6,6,0,-1,68,30
2044,0,-1,6,6,0,-1,73,30
2050,0,-1,6,6,0,-1,79,30
2025,0,-1,7,-1,0,-1,14,30
2030,0,-1,7,-1,0,-1,15,30
2035,0,-1,7,-1,0,-1,16,30
2040,0,-1,7,-1,0,-1,19,30
2044,0,-1,7,-1,0,-1,19,30
2050,0,-1,7,-1,0,-1,21,30
2025,0,-1,1,1,0,-1,118,31
2030,0,-1,1,1,0,-1,128,31
2035,0,-1,1,1,0,-1,138,31
2040,0,-1,1,1,0,-1,147,31
2044,0,-1,1,1,0,-1,157,31
2050,0,-1,1,1,0,-1,161,31
2025,0,-1,2,2,0,-1,282,31
2030,0,-1,2,2,0,-1,307,31
2035,0,-1,2,2,0,-1,329,31
2040,0,-1,2,2,0,-1,353,31
2044,0,-1,2,2,0,-1,371,31
2050,0,-1,2,2,0,-1,383,31
2025,0,-1,3,3,0,-1,191,31
2030,0,-1,3,3,0,-1,186,31
2035,0,-1,3,3,0,-1,182,31
2040,0,-1,3,3,0,-1,180,31
2044,0,-1,3,3,0,-1,177,31
2050,0,-1,3,3,0,-1,175,31
2025,0,-1,4,4,0,-1,252,31
2030,0,-1,4,4,0,-1,247,31
2035,0,-1,4,4,0,-1,243,31
2040,0,-1,4,4,0,-1,237,31
2044,0,-1,4,4,0,-1,233,31
2050,0,-1,4,4,0,-1,232,31
2025,0,-1,5,5,0,-1,98,31
2030,0,-1,5,5,0,-1,96,31
2035,0,-1,5,5,0,-1,96,31
2040,0,-1,5,5,0,-1,92,31
2044,0,-1,5,5,0,-1,90,31
2050,0,-1,5,5,0,-1,90,31
2025,0,-1,6,6,0,-1,36,31
2030,0,-1,6,6,0,-1,34,31
2035,0,-1,6,6,0,-1,33,31
2040,0,-1,6,6,0,-1,32,31
2044,0,-1,6,6,0,-1,31,31
2050,0,-1,6,6,0,-1,32,31
2025,0,-1,7,-1,0,-1,17,31
2030,0,-1,7,-1,0,-1,18,31
2035,0,-1,7,-1,0,-1,17,31
2040,0,-1,7,-1,0,-1,18,31
2044,0,-1,7,-1,0,-1,18,31
2050,0,-1,7,-1,0,-1,16,31
2025,0,-1,1,1,0,-1,1304,32
2030,0,-1,1,1,0,-1,1524,32
2035,0,-1,1,1,0,-1,1743,32
2040,0,-1,1,1,0,-1,1963,32
2044,0,-1,1,1,0,-1,2139,32
2050,0,-1,1,1,0,-1,2385,32
2025,0,-1,2,2,0,-1,2458,32
2030,0,-1,2,2,0,-1,2873,32
2035,0,-1,2,2,0,-1,3292,32
2040,0,-1,2,2,0,-1,3704,32
2044,0,-1,2,2,0,-1,4038,32
2050,0,-1,2,2,0,-1,4500,32
2025,0,-1,3,3,0,-1,1438,32
2030,0,-1,3,3,0,-1,1529,32
2035,0,-1,3,3,0,-1,1622,32
2040,0,-1,3,3,0,-1,1717,32
2044,0,-1,3,3,0,-1,1790,32
2050,0,-1,3,3,0,-1,1905,32
2025,0,-1,4,4,0,-1,1309,32
2030,0,-1,4,4,0,-1,1394,32
2035,0,-1,4,4,0,-1,1475,32
2040,0,-1,4,4,0,-1,1562,32
2044,0,-1,4,4,0,-1,1628,32
2050,0,-1,4,4,0,-1,1729,32
2025,0,-1,5,5,0,-1,693,32
2030,0,-1,5,5,0,-1,740,32
2035,0,-1,5,5,0,-1,785,32
2040,0,-1,5,5,0,-1,829,32
2044,0,-1,5,5,0,-1,864,32
2050,0,-1,5,5,0,-1,917,32
2025,0,-1,6,6,0,-1,339,32
2030,0,-1,6,6,0,-1,362,32
2035,0,-1,6,6,0,-1,385,32
